LineId,IP,DateTime,TimeZone,Content,EventId,EventTemplate,ParameterList
163,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.11.4 HTTP/1.1"" 200 3169 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/jquery/ui/menu.min.js?ver=1.11.4', '1.1', '200', '3169 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
164,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-admin/js/image-edit.min.js?ver=5.3.2 HTTP/1.1"" 200 3822 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/js/image-edit.min.js?ver=5.3.2', '1.1', '200', '3822 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
165,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/mce-view.min.js?ver=5.3.2 HTTP/1.1"" 200 4095 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/mce-view.min.js?ver=5.3.2', '1.1', '200', '4095 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
166,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/jquery/ui/position.min.js?ver=1.11.4 HTTP/1.1"" 200 2858 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4', '1.1', '200', '2858 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
167,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.11.4 HTTP/1.1"" 200 3131 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.11.4', '1.1', '200', '3131 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
168,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1"" 200 4348 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105', '1.1', '200', '4348 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
169,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/wp-auth-check.min.js?ver=5.3.2 HTTP/1.1"" 200 1122 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/wp-auth-check.min.js?ver=5.3.2', '1.1', '200', '1122 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
170,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-admin/js/media-upload.min.js?ver=5.3.2 HTTP/1.1"" 200 931 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/js/media-upload.min.js?ver=5.3.2', '1.1', '200', '931 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
171,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/dist/editor.min.js?ver=9.7.6 HTTP/1.1"" 200 48127 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/dist/editor.min.js?ver=9.7.6', '1.1', '200', '48127 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
172,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/tinymce/plugins/compat3x/plugin.min.js?ver=4960-20190918 HTTP/1.1"" 200 2090 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/tinymce/plugins/compat3x/plugin.min.js?ver=4960-20190918', '1.1', '200', '2090 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
173,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-admin/js/svg-painter.js?ver=5.3.2 HTTP/1.1"" 200 2465 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/js/svg-painter.js?ver=5.3.2', '1.1', '200', '2465 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
174,127.0.0.1,14/Mar/2020:16:18:35,+0100,"GET /wp-includes/js/tinymce/tinymce.min.js?ver=4960-20190918 HTTP/1.1"" 200 124365 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/tinymce/tinymce.min.js?ver=4960-20190918', '1.1', '200', '124365 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
175,127.0.0.1,14/Mar/2020:16:18:36,+0100,"GET /favicon.ico HTTP/1.1"" 404 489 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/favicon.ico', '1.1', '404', '489 ""-""', '5.0', '64', '74.0', '20100101', '74.0']"
176,127.0.0.1,14/Mar/2020:16:18:36,+0100,"GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1"" 200 15525 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/thickbox/loadingAnimation.gif', '1.1', '200', '15525 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
177,127.0.0.1,14/Mar/2020:16:18:36,+0100,"GET /index.php/wp-json/wp/v2/users/me?_locale=user HTTP/1.1"" 200 1219 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/users/me?_locale=user', '1.1', '200', '1219 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
178,127.0.0.1,14/Mar/2020:16:18:36,+0100,"GET /index.php/wp-json/wp/v2/media/16?context=edit&_locale=user HTTP/1.1"" 200 2468 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/media/16?context=edit&_locale=user', '1.1', '200', '2468 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
179,127.0.0.1,14/Mar/2020:16:18:37,+0100,"GET /index.php/wp-json/wp/v2/users/?who=authors&per_page=100&_locale=user HTTP/1.1"" 200 1236 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/users/?who=authors&per_page=100&_locale=user', '1.1', '200', '1236 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
180,127.0.0.1,14/Mar/2020:16:18:37,+0100,"GET /index.php/wp-json/wp/v2/taxonomies?per_page=100&context=edit&_locale=user HTTP/1.1"" 200 3409 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/taxonomies?per_page=100&context=edit&_locale=user', '1.1', '200', '3409 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
181,127.0.0.1,14/Mar/2020:16:18:42,+0100,"GET /index.php/wp-json/wp/v2/types/wp_block?_locale=user HTTP/1.1"" 200 983 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/types/wp_block?_locale=user', '1.1', '200', '983 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
182,127.0.0.1,14/Mar/2020:16:18:42,+0100,"GET /index.php/wp-json/wp/v2/blocks?per_page=100&_locale=user HTTP/1.1"" 200 629 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/blocks?per_page=100&_locale=user', '1.1', '200', '629 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
183,127.0.0.1,14/Mar/2020:16:19:36,+0100,"POST /wp-admin/admin-ajax.php HTTP/1.1"" 200 658 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/admin-ajax.php', '1.1', '200', '658 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
184,127.0.0.1,14/Mar/2020:16:19:44,+0100,"POST /index.php/wp-json/wp/v2/posts/11/autosaves?_locale=user HTTP/1.1"" 200 2292 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/posts/11/autosaves?_locale=user', '1.1', '200', '2292 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
185,127.0.0.1,14/Mar/2020:16:20:36,+0100,"POST /wp-admin/admin-ajax.php HTTP/1.1"" 200 658 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/admin-ajax.php', '1.1', '200', '658 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
186,127.0.0.1,14/Mar/2020:16:21:36,+0100,"POST /wp-admin/admin-ajax.php HTTP/1.1"" 200 658 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/admin-ajax.php', '1.1', '200', '658 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
187,127.0.0.1,14/Mar/2020:16:22:30,+0100,"POST /index.php/wp-json/wp/v2/posts/11?_locale=user HTTP/1.1"" 200 4655 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/wp-json/wp/v2/posts/11?_locale=user', '1.1', '200', '4655 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
188,127.0.0.1,14/Mar/2020:16:22:35,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 10541 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '10541 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
189,127.0.0.1,14/Mar/2020:16:22:35,+0100,"HEAD /wp-content/uploads/2020/03/test2.txt HTTP/1.1"" 200 278 ""http://example.com/wp-content/uploads/2020/03/test2.txt"" ""WordPress/5.3.2; http://example.com",158d3261,"HEAD /<*><*>/<*>/<*> HTTP/<*>.<*>"" <*> <*> ""http:<*><*>/<*>/<*>"" ""WordPress/<*>.<*>.<*>; http:<*>","['wp-content', 'uploads/2020/03/test2.txt', '1.1', '200 278', '', '/example.com/wp-content/uploads/2020/03/test2.txt', '5', '3.2', '//example.com']"
190,127.0.0.1,14/Mar/2020:16:22:35,+0100,"POST /wp-cron.php?doing_wp_cron=1584199355.1056830883026123046875 HTTP/1.1"" 200 198 ""http://example.com/wp-cron.php?doing_wp_cron=1584199355.1056830883026123046875"" ""WordPress/5.3.2; http://example.com",301e786a,"POST /<*>?doing_wp_cron=<*>.<*> HTTP/<*>.<*>"" <*> <*> ""http:<*>?doing_wp_cron=<*>.<*>"" ""WordPress/<*>.<*>.<*>; http:<*>","['wp-cron.php', '1584199355.1056830883026123046875', '1.1', '200 198', '//example.com/wp-cron.php', '1584199355.1056830883026123046875', '5', '3.2', '//example.com']"
191,127.0.0.1,14/Mar/2020:16:22:35,+0100,"POST /wp-admin/admin-ajax.php HTTP/1.1"" 200 520 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/admin-ajax.php', '1.1', '200', '520 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
192,127.0.0.1,14/Mar/2020:16:22:35,+0100,"GET /wp-includes/js/comment-reply.min.js?ver=5.3.2 HTTP/1.1"" 200 1481 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/comment-reply.min.js?ver=5.3.2', '1.1', '200', '1481 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
193,127.0.0.1,14/Mar/2020:16:22:35,+0100,"GET /wp-includes/css/dashicons.min.css?ver=5.3.2 HTTP/1.1"" 200 28819 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/css/dashicons.min.css?ver=5.3.2', '1.1', '200', '28819 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
194,10.0.0.4,14/Mar/2020:16:23:07,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8485 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8485 ""-""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
195,127.0.0.1,14/Mar/2020:16:23:18,+0100,"GET /wp-admin/post.php?post=11&action=edit HTTP/1.1"" 200 37621 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/post.php?post=11&action=edit', '1.1', '200', '37621 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
196,127.0.0.1,14/Mar/2020:16:23:18,+0100,"GET /wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131 HTTP/1.1"" 200 2969 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131', '1.1', '200', '2969 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
197,127.0.0.1,14/Mar/2020:16:23:18,+0100,"GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,buttons,media-views,editor-buttons,wp-components,wp-block-editor,wp-nux,wp-editor,wp-block-library,wp-block-&load%5Bchunk_1%5D=library-theme,wp-edit-blocks,wp-edit-post,wp-format-library,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,t&load%5Bchunk_2%5D=hemes,about,nav-menus,wp-pointer,widgets,site-icon,l10n,wp-auth-check&ver=5.3.2 HTTP/1.1"" 200 32777 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,buttons,media-views,editor-buttons,wp-components,wp-block-editor,wp-nux,wp-editor,wp-block-library,wp-block-&load%5Bchunk_1%5D=library-theme,wp-edit-blocks,wp-edit-post,wp-format-library,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,t&load%5Bchunk_2%5D=hemes,about,nav-menus,wp-pointer,widgets,site-icon,l10n,wp-auth-check&ver=5.3.2', '1.1', '200', '32777 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
198,127.0.0.1,14/Mar/2020:16:23:18,+0100,"GET /wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.3.2 HTTP/1.1"" 200 1493 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.3.2', '1.1', '200', '1493 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
199,127.0.0.1,14/Mar/2020:16:23:18,+0100,"GET /wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1"" 200 600 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8', '1.1', '200', '600 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
200,127.0.0.1,14/Mar/2020:16:23:18,+0100,"GET /wp-content/themes/twentytwenty/assets/css/editor-style-block.css?ver=1.1 HTTP/1.1"" 200 8293 ""http://example.com/wp-admin/post.php?post=11&action=edit"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-content/themes/twentytwenty/assets/css/editor-style-block.css?ver=1.1', '1.1', '200', '8293 ""http://example.com/wp-admin/post.php?post=11&action=edit""', '5.0', '64', '74.0', '20100101', '74.0']"
